"text","labels","lang"
"We'll have to have you arrested.","9","en"
"I don't like your tone .","1","en"
"So Bruno pulls over by this joint.","9","en"
"Every living nerve.","9","en"
"Palaatko sinä takaisin?","9","fi"
"Nopeasti, Bernard. Hyppää.","8, 4","fi"
"Mitä minun pitää tehdä?","9","fi"
"Yes.","9","en"
"Majuri Huglin auttaa teitä.","8","fi"
"Sing one of your old numbers from my act. I don't want to.","9","en"
"Mitkä helvetin vaihtoehdot?","1","fi"
"En muista.","9","fi"
"Se on yksi vaivoista, joita toivon seerumin lievittävän.","2","fi"
"Lisäksi löytyi mattokuituja muualta.","9","fi"
"Hot dogeja!","2","fi"
"Another one wouldn't take your call? No.","9","en"
"Lupaan kaikkivaltiaan Jumalan nimeen että kertomani on totta.","9","fi"
"Minun pitäisi ehkä leikkiä sankaria useamminkin.","2","fi"
"Juuri niin ajattelinkin tehdä.","9","fi"
"France asks us to send more troops for its offensive in Flanders.","9","en"
"Intend!","9","en"
"Varo!","4, 7","fi"
"Nouse.","2","fi"
"Et ole koskaan puhunut siitä.","7","fi"
"The chauffeur ? The stable boy ?","7","en"
"Olen ystävä.","8, 5","fi"
"Certainly.","9","en"
"Vähän erilaista kuin Hollywood Boulevardilla, vai mitä?","5, 7","fi"
"Wendell tämä on Rusty Sabich.","9","fi"
"Ajattelin... Onko kaikki hyvin?","4","fi"
"No , don't touch that !","4","en"
"Voitko uskoa sitä?","7","fi"
"Tiedän ettei se näy päältä päin mutta mä en ole niin kuin muut nuoret täällä.","9","fi"
"[PERSON] , they weren't taking any chances !","3, 6, 7","en"
"Huolehdin eduistasi.","8","fi"
"For you.","9","en"
"That's the trouble with you .","1","en"
"We did not ditch . We were working .","6, 7","en"
"Tiedätkö miksi pidän sinusta?","9","fi"
"Do you have a car?","9","en"
"Am I okay ? Everybody's worried sick about you .","1","en"
"Siitä tulee mestari.","8, 2","fi"
"Mukava asioida kaupassanne.","8","fi"
"No niin porukat.","9","fi"
"Kyllä Bastian... me olemme.","9","fi"
"They fly 3 of them here on the 18th.","9","en"
"Mitä tiedät?","2","fi"
"My Xobile will do just fine , gentlemen .","8","en"
"Eiko totta?","9","fi"
"You know this game that you're dealing for Lancey and the Kid you know?","9","en"
"Jose Jose Malpica.","9","fi"
"Ja jos he yrittävät sitä, löytävät sinut kuolleena.","1","fi"
"Menkäähän siitä.","1","fi"
"Oh , it's such a beautiful statue .","5","en"
"Yksikään nainen ei voinut vastustaa hänen kasvavaa valtaansa.","9","fi"
"Se ei ole oikein.","1, 3","fi"
"I believe you.","9","en"
"Minulla on sinulle unelmatehtävä!","9","fi"
"You're a good teacher , Frenchy !","8","en"
"Ajattele mieluummin pikku heilaasi.","1","fi"
"And I'll make you so much money you can swim in it .","2","en"
"You drew the Brennan-Vasquez case huh?","9","en"
"Istu, niin annan sinulle oman torven.","2","fi"
"You got a minute , man ?","2","en"
"Toivottavasti tapaamme täällä.","2","fi"
"You forgive yourself.","9","en"
"Että tämä on viimeinen iltamme.","9","fi"
"Sekä se viheliäinen stepperi...","1","fi"
"Hyvästi, Junior!","6","fi"
"The law demands that I carry a certain legal reserve , and I do .","8","en"
"But right now , I can't think of one .","7","en"
"Se haluaa nyrkkeillä.","9","fi"
"So why is Backpage liable?","9","en"
"Tiedän.","9","fi"
"Yes.","9","en"
"Are you sure?","9","en"
"Älä esitä partiolaista, suoratukkainen neekeri.","1, 3","fi"
"I got the contracts.","9","en"
"Luulisin.","2, 5","fi"
"Mikäs tuo on?","9","fi"
"Someone's shown up to bail the city out .","7","en"
"May we hear our next bid , please ?","2","en"
"Sinua tarvitaan täällä, ja se on jo liian myöhäistä.","8, 1, 4","fi"
"We're in this thing together .","8","en"
"I'd waited so long !","6","en"
"What happened then?","9","en"
"Kun hänen vaimonsa on poissa Sabich soittaa naiselle.","9","fi"
"My point is there is a protocol with the National Center for Missing and Exploited Children .","8, 1","en"
"Missä yhteyshenkilömme on?","9","fi"
"Even if they got lost somewhere .","4","en"
"Anteeksi, valmentaja.","6","fi"
"You all right?","9","en"
"Miten kuvaukset sujuvat?","9","fi"
"Madrid on hyvin kaukana Piemontista Kreivi Aragon.","9","fi"
"There . You see ? Someone else who knows that it's wrong .","2, 4","en"
"Mitä sinä tiedät siitä?","9","fi"
"Eikö hän voisi puuttua myös ympäristökysymyksiin?","1","fi"
"Cos I know you.","9","en"
"A couple months in solitary will cool you off , bugger .","3","en"
"Well , I'd say the [LOCATION] money will probably lay about ... oh , 8 - 5 , on [PERSON] .","2","en"
"Four dollars.","9","en"
"You get a line , I'll get a pole We'll go fishing in the crocodile hole","8, 2, 5","en"
"Tuletko illalliselle?","9","fi"
"Sid speaks!","9","en"
"He can visit you. You can show him how to make license plates.","9","en"
"Abercrombie and Blair.","9","en"
"Melkein raiskasit hänet kerran.","3","fi"
"Tilaanko sinullekin jo?","8, 2, 5","fi"
"Hän on ulkomaalainen, joten Varaudu hysteriaan ja jopa pyörtyilyyn.","3","fi"
"Pilailetko?","3, 7","fi"
"How'd you like to spend the rest of your life with Shooter?","9","en"
"Mä katson.","9","fi"
"Lighten up , Chief .","1","en"
"Mess around with it , and it's going to kill you .","1","en"
"Mikä sinun nimesi on?","2","fi"
"Cut!","9","en"
"Who are you and what do you want ?","4","en"
"Please !","4","en"
"Mietin asiaa hyvin tarkkaan ja tiedän mitä aion tehdä.","8","fi"
"Look at me.","9","en"
"There's no one left to fly the plane .","4","en"
"Flo kuulitko? Hänet on palautettu.","9","fi"
"Inhoan tätä jokea.","1","fi"
"He lähettivät sinut.","7","fi"
"What's yours?","9","en"
"You look lovely , lovely .","5","en"
"She's very attractive .","5","en"
"I know everything , [PERSON] .","1, 3","en"
"En aio olla tekemisissä suurherttuattaren tai hänen edustajansa kanssa.","1","fi"
"I made some dumb mistakes ...","3, 6","en"
"Pidä Aurinko takanasi!","9","fi"
"Niin paljonko, että otit tuon Hyattin rumiluksen?","3","fi"
"How is that any different ?","6, 7","en"
"Olen aina halunnut henkilökohtaisen kunto-ohjaajan.","8","fi"
"No niin pannaan pillit pussiin.","9","fi"
"I'll come back to see you very soon , and I'll write often .","2","en"
"Varasin sinulle lounaan.","2","fi"
"She killed her husband same as if she shot him .","4","en"
"and you tell me you don't know her?","9","en"
"It's a good idea .","5","en"
"Everybody been sworn?","9","en"
"Lumisade täyttää taivaan jäätyneen järven yllä.","9","fi"
"Sekö korjaa kaiken?","9","fi"
"For now?","9","en"
"Nähdään sisällä.","9","fi"
"You see that man giving screwface to Jake?","9","en"
"Tämä ei käy.","1, 6, 7","fi"
"You suggested I needed a representative on [PERSON] .","7","en"
"Look how stupid you're acting .","3","en"
"Well , here's to , uh ... community property .","8","en"
"En valinnut sinua hän valitsi.","9","fi"
"He's in love .","5","en"
"Maybe a kick in his skull would do him some good .","1","en"
"Tuo on reilu kysymys.","8, 5","fi"
"Se ei riitä.","9","fi"
"Terveydeksi.","9","fi"
"This is what it boils down to.","9","en"
"If any of you have the time or interest , I would welcome your help .","8","en"
"Eikö se kelpaa?","1","fi"
"Everything there can be interpreted as an attempt to enforce discipline .","1, 3","en"
"Ernest and Fanny rae weller!","9","en"
"Eikö miehellä ole oikeutta tietää, mihin hän pestautuu?","1","fi"
"Vaikka kuolemme?","9","fi"
"Hän haluaa enemmän.","9","fi"
"Äitisi on tässä Noriegan kanssa!","9","fi"
"Hänet on jo mestattu.","9","fi"
"A little expensive , but lots of fun !","5","en"
"That low - life was in here last night .","1, 3","en"
"Tiedän, että luulet minua hulluksi.","6","fi"
"Teen hänet perinnöttömäksi.","3","fi"
"Oh , great , [PERSON] .","8, 5","en"
"Who are we gonna beat playing like that ?","1, 6","en"
"Kerrankin meillä piti olla hauskaa.","1","fi"
"Two thou...?","9","en"
"Come on!","9","en"
"Olen hänelle velkaa.","8","fi"
"Joe Henderson backed out.","9","en"
"I do . I like her a lot .","8, 2, 5","en"
"It's the best .","5","en"
"He kuolivat noutaessaan sinua Los Angelesiin ja heidän murhaajansa jäävät rangaistuksetta ellet todista heidät lähettänyttä miestä vastaan.","9","fi"
"got a strong back . And a strong desire to escape .","8, 2","en"
"Hai.","9","en"
"Great.","9","en"
"Please love and care for this orphan child .","8","en"
"En ehdi hypätä joka paikkaan.","1","fi"
"Nyt sinulla on rahaa pankissa ja uskollinen aviomies.","5","fi"
"Pick a choice.","9","en"
"Tämän täytyy olla isojuttu.","9","fi"
"Yeah.","9","en"
"Lumisade täyttää taivaan jäätyneen järven yllä.","9","fi"
"They've been kind enough.","9","en"
"Luulen, että yrität hämätä.","3, 4","fi"
"Aivan herra North.","9","fi"
"Really.","9","en"
"Tämä on hieno työ.","8, 5","fi"
"It took some guts .","8","en"
"En halua katsoa tätä!","1, 3, 4","fi"
"Pysy siinä!","1","fi"
"On aina hauskaa tavata kirjailija.","2, 5","fi"
"He hates everybody .","1, 3","en"
"Tulkaa pojat.","9","fi"
"May I use your phone ?","8","en"
"Anteeksi.","9","fi"
"Kiitos, että tulitte tänä iltana.","5","fi"
"Äkkiä ulos.","9","fi"
"My name is lan. This here is my brother Cole.","9","en"
"Tule, nouse.","2","fi"
"We'll see.","9","en"
"Ota yhteyttä Los Angelesin piirisyyttäjä Martin Larneriin.","9","fi"
"Selvitä keitä tuomittuja on ehdonalaisessa.","9","fi"
"Is everything okay?","9","en"
"Jessus.","1, 3, 7","fi"
"I sure pity the people that have to breathe in the daytime .","3","en"
"Mitä kokematon pappi mahtaisi Pahan herraa vastaan?","4","fi"
"We've made a mistake .","4","en"
"It's out ! - Are you all right ?","8","en"
"Surely you ask for How long will I stay here.","9","en"
"Ryhdistäydy!","1, 3","fi"
"Entä se, että isä on matkalla sairaalaan ja Juniorilla oli kamala ensimmäinen päivä?","1, 2, 7","fi"
"Siinä kaikki.","9","fi"
"Ja sinä suostuit siihen.","9","fi"
"lkävää, ettei minusta pidetä.","6","fi"
"You don't have to believe it , honey , just act it .","1","en"
"I want your team to stand down for a while. Relax. Cool out.","9","en"
"Jos toimimme yhdessä, jäämme eloon yhdessä.","8","fi"
"En enää kestä tätä.","6","fi"
"Everything. But I don't kiss on the mouth.","9","en"
"Tämä ei varmaan ollut mukava kokemus.","6","fi"
"Järjestä meille viisi minuuttia.","1","fi"
"Kuka on onnellinen isä?","5","fi"
"All of the judges had clearly read the briefs.","9","en"
"Hyvin tehty, Wickers.","8, 5, 7","fi"
"Ned listen to me.","9","en"
"I do not know who plays the violin . [PERSON] .","2, 4","en"
"The front's with General MacArthur.","9","en"
"Mikä sinä olet?","9","fi"
"I'm taking over the bridge.","9","en"
"Sit ... down .","1, 3, 4","en"
"I was nearly arrested here three years ago .","4","en"
"Etsi ja täytä kohtalosi.","8","fi"
"No , my colleagues and I didn't find Captain [PERSON] a perfect officer .","3","en"
"She's on her way . - Fine .","1","en"
"I'm actually...","9","en"
"You see what I see .","8","en"
"I'm just as old as I look .","6","en"
"A deception ?","4","en"
"Senkin vanha tomppeli.","3","fi"
"Benson!","9","fi"
"Go below.","9","en"
"Hänen pitää aina päästä vessaan.","1","fi"
"Se on totta kuin mikä.","8","fi"
"They were just dreams.","9","en"
"Olen yhtä katolinen kuin sinäkin. En vain ole yhtä tiukka.","9","fi"
"Vielä vähän.","9","fi"
"Look , money !","7","en"
"It was disapproved of by the Party .","1","en"
"I have no idea where she came from.","9","en"
"I told you to come left , and fast .","1","en"
"Älä päästä tyttöä helpolla!","1","fi"
"Brennan jatkaa poliisina.","9","fi"
"I can't keep him . He's getting farther away .","6","en"
"Mikset tee töitä?","2","fi"
"When I came here , I thought this was gonna be a 30 - day stretch , maybe 60 .","7","en"
"There are whores in [LOCATION] who have carved my name on trees .","3","en"
"She seems very unusual . - Yeah .","3","en"
"Nappulaliigastadionin!","9","fi"
"Pysyn teidän kanssanne vielä vähän aikaa.","9","fi"
"Piditkö aseista?","9","fi"
"He's gonna kill you !","4","en"
"That meteor is either very light , which is unheard of , or it's hollow .","7","en"
"Scan track three two one mark.","9","en"
"En. Pidä sitten huoli omista asioistasi.","1","fi"
"Placed in a deep freeze and sent to Wright Patt field in Dayton Ohio.","9","en"
"Olet ihana.","5","fi"
"Minä olen Suzanne.","9","fi"
"Ilman muuta.","9","fi"
"Kunnon piiskaus tekisi sinulle hyvää.","3","fi"
"Eighteen years on the force , six on Narcotics , four on Safe and Loft and the guy's never fired a gun .","3, 6, 7","en"
"These are toys.","9","en"
"Se on kuin pikku boulevardier.","5","fi"
"Some loser gets a crush on you , you could throw him in the river , tie him to a piano and he'd come back faster than a dog with a bone .","1, 3","en"
"But ... but is the King who has the seal of Piedmont.","9","en"
"You're listening to a piece of shit like [PERSON] Tex.","3","en"
"Yes.","9","en"
"Veljeni on palannut.","9","fi"
"Strelnikov is dead . - What ?","7","en"
"Ei näytä hyväItä.","6","fi"
"It is probable that the last dose is fatal .","6","en"
"Viikossa saan myytyä vaikka mitä.","2","fi"
"Tuoko on Brian?","9","fi"
"I'm afraid you were misinformed.","9","en"
"So does the country.","9","en"
"Short shipment.","9","en"
"Ei vaan viski...","9","fi"
"How long do you think we'll have to stay in this hellhole ?","3","en"
"I don't understand why I was transferred to you .","1, 6","en"
"Stand by to torpedo !","1","en"
"Hänen ylhäisyytensä odottaa!","2","fi"
"That is true .","8","en"
"It's nothing . - Nothing at all .","6","en"
"Haluan sinua.","8, 2, 5","fi"
"Hyvä, kun muistutit.","5","fi"
"Viekää hänet pois rakennuksesta.","1","fi"
"En ole koskaan maannut, flirttaillut, enkä mennyt naimisiin kenenkään Katjan kanssa.","1","fi"
"I understand ! You're provoking me into hitting you","8, 7","en"
"Katso.","9","fi"
"What happened to your coat ?","7","en"
"Pidän tri Forresterista.","5","fi"
"And clear for sale of work.","9","en"
"I know , [PERSON] , but ...","6, 7","en"
"Saimme kaksi viikkoa.","9","fi"
"Anything else ?","1","en"
"Mä en pyydä muuta kuin tilaisuuden.","8, 2","fi"
"My father died of a heart attack .","6","en"
"Kerro nimiä niin suojelemme sinua.","9","fi"
"Mitä pirua...?","1, 4","fi"
"Meillä ei ole siihen pelivaraa.","9","fi"
"Is there no a door of another side?","9","en"
"Ei kukaan muu.","9","fi"
"On the way home we did loop - the - loops so that I could see the moon upside down .","5","en"
"Selvä.","9","fi"
"You have nothing to fear .","8","en"
"Hyvää iltaa, Hastings.","5","fi"
"Then I decided to give them all a rest from wonderful me let them talk Russian for a while.","9","en"
"Jesus had days like this.","9","en"
"En luota kehenkään.","4","fi"
"Isn't she pretty ?","5","en"
"Vien ajatustenlukijan sisään.","9","fi"
"I did.","9","en"
"Hän ansaitsee parempaa eikö totta? Kukapa tietää.","9","fi"
"No niin nyt!","9","fi"
"Herra Blair haluaa pullon viskiä huoneeseensa.","2","fi"
"Ainoa onnistumisemme oli poliisi.","9","fi"
"Mutta murrun kuin pieni tytto.","4, 6","fi"
"Täytän kahden viikon päästä kahdeksan.","2, 5","fi"
"Miehesi saa päättää. Tai silloin kun hän on poissa niin kuninkaan.","9","fi"
"Kaikki aikovat aina vaihtaa alaa.","1, 6","fi"
"I wish I knew.","9","en"
"So he's doing pretty good . I'm sure you can see that , though .","8","en"
"Everybody's waiting .","2, 6","en"
"Tämä taitaa olla teille liiankin toivoton juttu.","4","fi"
"Halusin vain ärsyttää sinua.","1","fi"
"Perhaps you could enlighten the jury as to what else the government's giving you in exchange for this testimony .","8, 4","en"
"Amador?","9","fi"
"If she was young and beautiful , I forgive you .","8, 6","en"
"Tiedän tunteen.","8","fi"
"Voi, Jumalan äiti!","3, 7","fi"
"Mukavaa että erehdyin.","5","fi"
"Sir we've been skirting Mexican airspace for the last 10 minutes.","9","en"
"I hear all your voices.","9","en"
"Varasin ajan. Katsotaan.","2, 5","fi"
"If a sorcerer's house isn't his castle , what is it ?","1, 2, 4, 7","en"
"50 000 puntaa vai kuinka?","9","fi"
"Well then you won't be home for a while.","9","en"
"You'll kill him , stop !","4","en"
"Acknowledging defeat is never easy .","6","en"
"[PERSON] , I've given this a lot of thought .","8","en"
"Bensa?","9","fi"
"No... it's my uncle Rege's house.","9","en"
"Fire it up . And it usually results in casualties .","2","en"
"This shit never ends.","9","en"
